1088,8576,535,457
1054,8564,535,455
1096,8536,528,469
1082,8572,511,436
1032,8540,547,465
1054,8576,541,460
1052,8532,531,452
1046,8580,535,455
1090,8540,544,464
1092,8580,538,459
1056,8552,531,452
1094,8596,555,475
1074,8616,525,451
1066,8660,549,474
1082,8676,520,449
1074,8660,531,465
1090,8712,520,451
1020,8684,537,465
1064,8732,530,460
1032,8704,528,459
1004,8744,542,472
1066,8716,529,460
1018,8756,524,455
1084,8728,539,469
1062,8764,525,457
1036,8740,533,464
1060,8756,532,464
1038,8744,510,444
1046,8712,537,455
1058,8748,519,452
1022,8712,524,455
1018,8756,540,470
1042,8708,518,451
1048,8752,526,457
1042,8720,536,465
1070,8752,530,462
1042,8732,523,455
1050,8756,537,467
1066,8744,510,444
998,8760,499,434
1046,8740,526,457
1032,8712,521,449
1000,8748,525,457
1080,8704,531,462
1056,8744,520,452
1046,8712,525,455
1032,8748,526,457
1060,8708,505,439
1052,8744,507,441
996,8712,537,465
1050,8740,531,462
1020,8720,515,447
1058,8692,529,460
1062,8700,532,460
1050,8644,502,433
1058,8668,527,454
1054,8612,525,451
1090,8648,521,447
1026,8604,542,465
1050,8628,542,465
1054,8592,532,455
1030,8616,532,455
1100,8588,539,460
1062,8608,522,447
1052,8580,536,459
1094,8556,547,469
1058,8580,513,437
1050,8548,551,470
1068,8584,537,459
1054,8544,524,446
1034,8584,537,459
1082,8544,541,460
1080,8588,536,457
1044,8552,541,460
1074,8584,552,472
1072,8564,514,439
1054,8584,530,452
1082,8568,533,455
1026,8536,528,437
1036,8572,549,469
1082,8536,534,455
1062,8572,533,454
1060,8540,543,462
1068,8572,542,462
1080,8536,517,441
1064,8576,510,434
1070,8544,545,464
1100,8580,530,452
1032,8560,552,470
1084,8592,549,469
1046,8576,527,449
1084,8536,545,462
1084,8568,537,459
1072,8536,517,441
1076,8584,551,470
1092,8584,526,451
1072,8656,537,462
1090,8644,518,447
1074,8696,523,452
1070,8684,535,464
1078,8720,511,444
1024,8712,545,472
1030,8732,533,464
1030,8724,526,457
1066,8696,535,464
1070,8728,529,460
1052,8708,526,457
1040,8744,533,464
1070,8720,517,451
1030,8760,521,454
1078,8728,526,459
1066,8772,515,449
1068,8748,531,462
1086,8784,520,454
1022,8764,536,469
1090,8784,522,457
1016,8776,540,472
1070,8748,530,469
1030,8796,546,477
1054,8764,529,462
1024,8804,540,472
1068,8768,530,464
1016,8808,537,470
1074,8772,528,462
1044,8804,523,457
1086,8776,543,475
1052,8808,524,459
1090,8792,549,482
1060,8820,530,465
1084,8804,539,472
1064,8784,543,467
1078,8816,537,472
1062,8788,546,478
1072,8824,535,470
1060,8792,543,477
1078,8828,533,469
1048,8780,533,467
1092,8784,544,475
1044,8736,530,462
1070,8744,548,477
1062,8712,517,449
1094,8668,547,474
1078,8692,522,452
1082,8648,543,469
1086,8684,526,454
1080,8644,538,464
1084,8672,525,452
1052,8632,548,472
1090,8660,524,451
1040,8628,554,477
1038,8648,541,465
1056,8620,543,467
1040,8648,550,474
1078,8616,533,457
1076,8592,538,462
1078,8612,539,462
1070,8584,540,462
1066,8620,551,472
1084,8588,529,454
1060,8628,544,467
1088,8584,516,442
1074,8624,523,449
1058,8584,542,464
1100,8620,527,452
1052,8600,550,470
1086,8620,536,460
1046,8612,555,475
1068,8580,532,459
1048,8612,538,460
1088,8576,543,465
1072,8612,535,459
1076,8580,552,472
1100,8616,543,465
1076,8584,544,465
1086,8620,544,467
1074,8596,528,452
1076,8628,552,474
1084,8608,529,454
1080,8656,549,474
1082,8668,511,441
1060,8656,551,459
1074,8704,523,454
1030,8688,553,480
1088,8740,536,465
1032,8716,538,467
1068,8764,543,474
1020,8736,527,459
1030,8772,538,469
1052,8748,522,455
1016,8776,529,462
1088,8752,533,465
1054,8780,523,457
1068,8764,537,469
1044,8736,506,455
1048,8768,520,454
1092,8740,522,455
1058,8784,519,454
1114,8760,531,464
1068,8816,529,464
1076,8784,516,452
1050,8820,532,467
1058,8784,514,451
1062,8816,518,454
1074,8788,515,451
1070,8816,514,451
1056,8796,528,462
1016,8768,539,446
1068,8808,543,475
1032,8772,526,460
1040,8808,543,475
1032,8768,518,454
1032,8808,538,470
1066,8776,528,462
1084,8780,532,465
1038,8804,520,455
1086,8780,539,472
1038,8804,519,454
1058,8788,543,475
1074,8764,529,470
1080,8776,546,477
1078,8728,537,467
1086,8748,539,469
1064,8700,539,469
1072,8724,544,472
1068,8676,529,457
1094,8704,555,480
1072,8672,518,447
1100,8692,557,482
1064,8676,530,457
1110,8644,555,480
1070,8676,529,457
1094,8632,523,472
1080,8664,520,447
1054,8620,539,464
1100,8652,525,452
1032,8612,546,469
1072,8640,541,465
1048,8612,548,470
1074,8644,548,470
1058,8624,548,470
1066,8652,551,474
1046,8636,550,474
1102,8608,551,474
1058,8644,536,460
1112,8608,548,472
1044,8648,531,457
1102,8608,551,474
1068,8652,536,460
1088,8608,551,474
1098,8648,538,462
1060,8608,545,469
1106,8636,543,467
1050,8612,535,459
1078,8632,552,474
1080,8624,527,452
1102,8592,551,474
1092,8632,526,452
1068,8596,545,467
1096,8636,523,449
1052,8596,549,470
1088,8648,535,460
1034,8640,548,472
1072,8692,534,462
1036,8688,539,467
1038,8732,542,470
1038,8720,534,464
1030,8756,543,472
1062,8744,523,455
1078,8724,549,470
1076,8764,528,460
1062,8740,549,478
1080,8784,531,464
1040,8744,530,462
1074,8784,542,474
1058,8756,514,449
1078,8796,546,478
1044,8776,513,449
1054,8800,541,474
1062,8784,510,446
1046,8804,531,465
1090,8792,521,455
1030,8768,541,452
1092,8808,520,455
1048,8776,541,474
1082,8816,523,459
1056,8784,544,477
1082,8824,510,447
1056,8792,548,480
1068,8832,515,452
1050,8804,549,482
1086,8836,518,455
1048,8808,534,469
1096,8832,523,460
1036,8816,539,474
1034,8788,541,454
1038,8824,538,472
1042,8788,532,467
1058,8832,548,482
1028,8800,547,480
1078,8844,540,475
1030,8812,544,478
1092,8848,537,472
1058,8804,551,483
1088,8808,517,452
1100,8772,547,478
1044,8780,522,455
1106,8748,537,467
1056,8708,553,460
1104,8736,523,454
1084,8692,551,478
1088,8724,525,455
1106,8680,551,477
1094,8720,521,452
1116,8680,538,465
1078,8716,532,460
1102,8684,531,459
1086,8712,548,475
1094,8688,518,447
1118,8660,559,483
1070,8692,530,459
1108,8656,536,480
1074,8692,529,457
1102,8644,525,452
1088,8688,535,462
1088,8644,530,457
1072,8684,534,460
1104,8648,531,457
1076,8676,532,459
1110,8652,535,460
1072,8668,517,446
1106,8652,542,467
1052,8624,526,454
1102,8656,540,465
1062,8628,559,482
1124,8672,532,459
1118,8644,558,482
1086,8692,534,462
1132,8660,540,467
1098,8708,562,487
1096,8684,551,477
1126,8720,554,480
1116,8696,563,488
1088,8732,553,480
1092,8716,541,470
1120,8720,560,488
1050,8784,552,482
1086,8764,541,474
1074,8820,557,488
1034,8796,556,488
1112,8848,536,472
1092,8824,536,472
1080,8868,534,470
1090,8852,522,460
1070,8880,549,485
1080,8868,544,480
1100,8884,541,478
1116,8876,554,490
1058,8856,548,469
1080,8880,537,475
1102,8852,545,482
1054,8892,533,472
1086,8856,536,474
1006,8888,535,474
1058,8848,535,472
1026,8884,545,482
1048,8848,528,465
1034,8872,544,480
1022,8844,525,462
1040,8864,551,485
1036,8852,535,472
1090,8812,529,480
1030,8848,529,465
1074,8804,529,465
1038,8848,535,470
1076,8800,529,465
1042,8836,533,469
1076,8796,530,465
1060,8832,528,464
1090,8808,543,477
1034,8836,525,462
1094,8816,545,478
1036,8836,521,457
1080,8812,541,475
1046,8784,517,459
1036,8808,533,467
1074,8764,512,447
1038,8772,534,465
1088,8712,520,452
1052,8736,513,446
1090,8680,531,459
1080,8708,520,451
1062,8668,547,472
1096,8692,526,455
1068,8668,545,470
1098,8680,530,457
1058,8664,550,474
1044,8624,532,451
1046,8660,556,478
1070,8620,529,455
1044,8656,551,474
1090,8608,531,455
1068,8648,537,462
1094,8612,547,470
1074,8636,532,457
1072,8612,554,475
1086,8636,544,467
1072,8620,541,464
1102,8592,551,474
1076,8628,526,452
1112,8596,538,478
1068,8636,524,451
1100,8600,546,469
1092,8640,520,447
1070,8600,550,472
1098,8640,528,454
1018,8604,551,472
1090,8636,544,467
1036,8608,537,460
1034,8632,556,477
1068,8612,535,459
1094,8584,547,470
1096,8624,543,465
1076,8592,553,462
1090,8624,543,465
1066,8592,539,462
1094,8628,552,474
1072,8596,532,455
1048,8648,540,465
1086,8648,525,452
1044,8696,531,459
1088,8688,530,459
1068,8732,521,452
1084,8724,524,455
1034,8716,517,451
