1148,9040,584,526
1162,9004,567,510
1168,9036,557,501
1120,9012,565,508
1120,9040,586,526
1126,9020,573,514
1168,8992,561,526
1146,9032,566,508
1096,8992,583,523
1142,9036,580,521
1142,8988,574,514
1156,9036,581,523
1152,9008,550,495
1136,9048,572,514
1122,9020,579,521
1148,9044,584,526
1148,9028,567,510
1132,9036,546,492
1134,9052,555,500
1110,9040,576,501
1094,9092,583,528
1134,9076,558,506
1152,9128,572,519
1112,9116,567,516
1136,9164,561,511
1174,9148,581,531
1168,9200,554,506
1126,9184,577,528
1078,9212,569,521
1152,9196,562,514
1160,9228,569,523
1106,9224,579,531
1164,9196,555,536
1146,9236,561,516
1098,9208,582,534
1102,9240,573,526
1166,9204,567,521
1138,9248,548,505
1108,9208,567,521
1080,9240,570,524
1106,9204,560,513
1144,9228,567,521
1106,9204,556,510
1088,9180,544,500
1104,9204,549,503
1124,9168,571,523
1092,9204,563,516
1150,9168,544,498
1130,9212,553,506
1084,9164,550,503
1118,9200,539,493
1092,9164,564,514
1076,9192,569,519
1074,9164,562,513
1104,9180,567,518
1134,9168,562,513
1100,9132,548,503
1132,9168,540,493
1116,9128,531,483
1120,9148,548,498
1084,9076,548,496
1132,9096,546,493
1114,9040,549,495
1094,9056,553,498
1088,9020,570,513
1118,9032,536,482
1112,9000,569,510
1088,9012,557,500
1096,8988,573,513
1096,8952,567,490
1100,8976,564,503
1112,8936,573,511
1066,8964,558,498
1086,8920,570,506
1122,8956,533,475
1114,8912,552,490
1128,8948,560,498
1110,8924,565,503
1136,8952,545,485
1112,8928,545,485
1148,8944,564,501
1104,8928,554,493
1106,8908,585,493
1120,8948,545,485
1122,8908,568,505
1110,8960,570,508
1098,8920,574,511
1128,8964,574,511
1122,8928,582,518
1092,8964,584,521
1092,8936,566,503
1108,8956,560,498
1118,8932,573,510
1128,8900,564,501
1102,8940,584,519
1128,8904,562,503
1136,8944,580,516
1150,8912,574,511
1124,8960,575,513
1162,8928,554,493
1150,8968,569,508
1128,8972,570,510
1140,9028,538,483
